iso,name,hash
HU,Ostoros,HU-Ostoros
HU,Orosháza,HU-Orosháza
HU,Ópusztaszer,HU-Ópusztaszer
HU,Ópályi,HU-Ópályi
HU,Ónod,HU-Ónod
HU,Onga,HU-Onga
HU,Olaszliszka,HU-Olaszliszka
HU,Ököritófülpös,HU-Ököritófülpös
HU,Okány,HU-Okány
HU,Ófehértó,HU-Ófehértó
HU,Öcsöd,HU-Öcsöd
HU,Nyírvasvári,HU-Nyírvasvári
HU,Nyírtelek,HU-Nyírtelek
HU,Nyírtass,HU-Nyírtass
HU,Nyírpazony,HU-Nyírpazony
HU,Nyírmihálydi,HU-Nyírmihálydi
HU,Nyírmeggyes,HU-Nyírmeggyes
HU,Nyírmártonfalva,HU-Nyírmártonfalva
HU,Nyírmada,HU-Nyírmada
HU,Nyírlugos,HU-Nyírlugos
HU,Nyírkarász,HU-Nyírkarász
HU,Nyírgyulaj,HU-Nyírgyulaj
HU,Nyíregyháza,HU-Nyíregyháza
HU,Nyírcsaholy,HU-Nyírcsaholy
HU,Nyírbogdány,HU-Nyírbogdány
HU,Nyírbogát,HU-Nyírbogát
HU,Nyírbéltek,HU-Nyírbéltek
HU,Nyírbátor,HU-Nyírbátor
HU,Nyíradony,HU-Nyíradony
HU,Nyíracsád,HU-Nyíracsád
HU,Nyírábrány,HU-Nyírábrány
HU,Nyékládháza,HU-Nyékládháza
HU,Napkor,HU-Napkor
HU,Nagyszénás,HU-Nagyszénás
HU,Nagyrábé,HU-Nagyrábé
HU,Nagykálló,HU-Nagykálló
HU,Nagyhalász,HU-Nagyhalász
HU,Nagyecsed,HU-Nagyecsed
HU,Nagydobos,HU-Nagydobos
HU,Nagycserkesz,HU-Nagycserkesz
HU,Nádudvar,HU-Nádudvar
HU,Múcsony,HU-Múcsony
HU,Monostorpályi,HU-Monostorpályi
HU,Monok,HU-Monok
HU,Miskolc,HU-Miskolc
HU,Mindszent,HU-Mindszent
HU,Mikepércs,HU-Mikepércs
HU,Mezozombor,HU-Mezozombor
HU,Mezotúr,HU-Mezotúr
HU,Mezokövesd,HU-Mezokövesd
HU,Mezokovácsháza,HU-Mezokovácsháza
HU,Mezokeresztes,HU-Mezokeresztes
HU,Mezohegyes,HU-Mezohegyes
HU,Mezocsát,HU-Mezocsát
HU,Mezoberény,HU-Mezoberény
HU,Mérk,HU-Mérk
HU,Méhkerék,HU-Méhkerék
HU,Megyaszó,HU-Megyaszó
HU,Medgyesegyháza,HU-Medgyesegyháza
HU,Mátraderecske,HU-Mátraderecske
HU,Mátészalka,HU-Mátészalka
HU,Maroslele,HU-Maroslele
HU,Máriapócs,HU-Máriapócs
HU,Mándok,HU-Mándok
HU,Mályi,HU-Mályi
HU,Makó,HU-Makó
HU,Maklár,HU-Maklár
HU,Magyarbánhegyes,HU-Magyarbánhegyes
HU,Mád,HU-Mád
HU,Lokösháza,HU-Lokösháza
HU,Levelek,HU-Levelek
HU,Létavértes,HU-Létavértes
HU,Kunszentmárton,HU-Kunszentmárton
HU,Kunmadaras,HU-Kunmadaras
HU,Kunhegyes,HU-Kunhegyes
HU,Kunágota,HU-Kunágota
HU,Kótaj,HU-Kótaj
HU,Köröstarcsa,HU-Köröstarcsa
HU,Körösladány,HU-Körösladány
HU,Konyár,HU-Konyár
HU,Kondoros,HU-Kondoros
HU,Kompolt,HU-Kompolt
HU,Komádi,HU-Komádi
HU,Kocsord,HU-Kocsord
HU,Kiszombor,HU-Kiszombor
HU,Kisvárda,HU-Kisvárda
HU,Kisújszállás,HU-Kisújszállás
HU,Kisléta,HU-Kisléta
HU,Kisköre,HU-Kisköre
HU,Kevermes,HU-Kevermes
HU,Kétegyháza,HU-Kétegyháza
HU,Kerecsend,HU-Kerecsend
HU,Kengyel,HU-Kengyel
HU,Kenderes,HU-Kenderes
HU,Kemecse,HU-Kemecse
HU,Kék,HU-Kék
HU,Kazincbarcika,HU-Kazincbarcika
HU,Kaszaper,HU-Kaszaper
HU,Karcsa,HU-Karcsa
HU,Karcag,HU-Karcag
HU,Karácsond,HU-Karácsond
HU,Kántorjánosi,HU-Kántorjánosi
HU,Kálmánháza,HU-Kálmánháza
HU,Kállósemjén,HU-Kállósemjén
HU,Kál,HU-Kál
HU,Kaba,HU-Kaba
HU,Jászszentandrás,HU-Jászszentandrás
HU,Jászladány,HU-Jászladány
HU,Jászkisér,HU-Jászkisér
HU,Jászkarajeno,HU-Jászkarajeno
HU,Jászjákóhalma,HU-Jászjákóhalma
HU,Jászdózsa,HU-Jászdózsa
HU,Jászapáti,HU-Jászapáti
HU,Jászalsószentgyörgy,HU-Jászalsószentgyörgy
HU,Járdánháza,HU-Járdánháza
HU,Jánoshida,HU-Jánoshida
HU,Izsófalva,HU-Izsófalva
HU,Ibrány,HU-Ibrány
HU,Hosszúpályi,HU-Hosszúpályi
HU,Hortobágy,HU-Hortobágy
HU,Hódmezovásárhely,HU-Hódmezovásárhely
HU,Hodász,HU-Hodász
HU,Heves,HU-Heves
HU,Hernádnémeti,HU-Hernádnémeti
HU,Hejobába,HU-Hejobába
HU,Harsány,HU-Harsány
HU,Halmaj,HU-Halmaj
HU,Hajdúszovát,HU-Hajdúszovát
HU,Hajdúszoboszló,HU-Hajdúszoboszló
HU,Hajdúsámson,HU-Hajdúsámson
HU,Hajdúnánás,HU-Hajdúnánás
HU,Hajdúhadház,HU-Hajdúhadház
HU,Hajdúdorog,HU-Hajdúdorog
HU,Hajdúböszörmény,HU-Hajdúböszörmény
HU,Hajdúbagos,HU-Hajdúbagos
HU,Gyulaháza,HU-Gyulaháza
HU,Gyula,HU-Gyula
HU,Gyomaendrod,HU-Gyomaendrod
HU,Görbeháza,HU-Görbeháza
HU,Gönc,HU-Gönc
HU,Gesztely,HU-Gesztely
HU,Gégény,HU-Gégény
HU,Gádoros,HU-Gádoros
HU,Füzesgyarmat,HU-Füzesgyarmat
HU,Füzesabony,HU-Füzesabony
HU,Földes,HU-Földes
HU,Földeák,HU-Földeák
HU,Fényeslitke,HU-Fényeslitke
HU,Felsozsolca,HU-Felsozsolca
HU,Felsotárkány,HU-Felsotárkány
HU,Fehérgyarmat,HU-Fehérgyarmat
HU,Fegyvernek,HU-Fegyvernek
HU,Farkaslyuk,HU-Farkaslyuk
HU,Fábiánsebestyén,HU-Fábiánsebestyén
HU,Erdotelek,HU-Erdotelek
HU,Encsencs,HU-Encsencs
HU,Encs,HU-Encs
HU,Emod,HU-Emod
HU,Elek,HU-Elek
HU,Egyek,HU-Egyek
HU,Egerszalók,HU-Egerszalók
HU,Eger,HU-Eger
HU,Edelény,HU-Edelény
HU,Ebes,HU-Ebes
HU,Domoszló,HU-Domoszló
HU,Dombrád,HU-Dombrád
HU,Dombegyház,HU-Dombegyház
HU,Domaszék,HU-Domaszék
HU,Döge,HU-Döge
HU,Doboz,HU-Doboz
HU,Dévaványa,HU-Dévaványa
HU,Deszk,HU-Deszk
HU,Derecske,HU-Derecske
HU,Demecser,HU-Demecser
HU,Debrecen,HU-Debrecen
HU,Csorvás,HU-Csorvás
HU,Csongrád,HU-Csongrád
HU,Csökmo,HU-Csökmo
HU,Cserkeszolo,HU-Cserkeszolo
HU,Csenger,HU-Csenger
HU,Csanytelek,HU-Csanytelek
HU,Csanádpalota,HU-Csanádpalota
HU,Csanádapáca,HU-Csanádapáca
HU,Cigánd,HU-Cigánd
HU,Cibakháza,HU-Cibakháza
HU,Buj,HU-Buj
HU,Bucsa,HU-Bucsa
HU,Borsodnádasd,HU-Borsodnádasd
HU,Boldva,HU-Boldva
HU,Bököny,HU-Bököny
HU,Bogács,HU-Bogács
HU,Bocs,HU-Bocs
HU,Biharnagybajom,HU-Biharnagybajom
HU,Biharkeresztes,HU-Biharkeresztes
HU,Besenyszög,HU-Besenyszög
HU,Besenyotelek,HU-Besenyotelek
HU,Berettyóújfalu,HU-Berettyóújfalu
HU,Bélapátfalva,HU-Bélapátfalva
HU,Békésszentandrás,HU-Békésszentandrás
HU,Békéssámson,HU-Békéssámson
HU,Békéscsaba,HU-Békéscsaba
HU,Békés,HU-Békés
HU,Bekecs,HU-Bekecs
HU,Battonya,HU-Battonya
HU,Báránd,HU-Báránd
HU,Balmazújváros,HU-Balmazújváros
HU,Balkány,HU-Balkány
HU,Balástya,HU-Balástya
HU,Baktalórántháza,HU-Baktalórántháza
HU,Baks,HU-Baks
HU,Bagamér,HU-Bagamér
HU,Aszaló,HU-Aszaló
HU,Arnót,HU-Arnót
HU,Arló,HU-Arló
HU,Aranyosapáti,HU-Aranyosapáti
HU,Apátfalva,HU-Apátfalva
HU,Apagy,HU-Apagy
HU,Andornaktálya,HU-Andornaktálya
HU,Anarcs,HU-Anarcs
HU,Alsózsolca,HU-Alsózsolca
HU,Alattyán,HU-Alattyán
HU,Ajak,HU-Ajak
HU,Abony,HU-Abony
HU,Abaújszántó,HU-Abaújszántó
HU,Abasár,HU-Abasár
HU,Abádszalók,HU-Abádszalók
HU,Zugló,HU-Zugló
HU,Zsombó,HU-Zsombó
HU,Zsámbok,HU-Zsámbok
HU,Zsámbék,HU-Zsámbék
HU,Zomba,HU-Zomba
HU,Zirc,HU-Zirc
HU,Zánka,HU-Zánka
HU,Zámoly,HU-Zámoly
HU,Zamárdi,HU-Zamárdi
HU,Zalaszentgrót,HU-Zalaszentgrót
HU,Zalalövo,HU-Zalalövo
HU,Zalakomár,HU-Zalakomár
HU,Zalaegerszeg,HU-Zalaegerszeg
HU,Zákányszék,HU-Zákányszék
HU,Zagyvaszántó,HU-Zagyvaszántó
HU,Vonyarcvashegy,HU-Vonyarcvashegy
HU,Visegrád,HU-Visegrád
HU,Villány,HU-Villány
HU,Veszprém,HU-Veszprém
HU,Vértesszolos,HU-Vértesszolos
HU,Veroce,HU-Veroce
HU,Veresegyház,HU-Veresegyház
HU,Vép,HU-Vép
HU,Velence,HU-Velence
HU,Vecsés,HU-Vecsés
HU,Vasvár,HU-Vasvár
HU,Vaskút,HU-Vaskút
HU,Várpalota,HU-Várpalota
HU,Városföld,HU-Városföld
HU,Vámosgyörk,HU-Vámosgyörk
HU,Valkó,HU-Valkó
HU,Vál,HU-Vál
HU,Vajszló,HU-Vajszló
HU,Vácszentlászló,HU-Vácszentlászló
HU,Vác,HU-Vác
HU,Üröm,HU-Üröm
HU,Úrkút,HU-Úrkút
HU,Úri,HU-Úri
HU,Üllo,HU-Üllo
HU,Üllés,HU-Üllés
HU,Újszilvás,HU-Újszilvás
HU,Újhartyán,HU-Újhartyán
HU,Türje,HU-Türje
HU,Tura,HU-Tura
HU,Törtel,HU-Törtel
HU,Törökbálint,HU-Törökbálint
HU,Tompa,HU-Tompa
HU,Töltéstava,HU-Töltéstava
HU,Tolna,HU-Tolna
HU,Tököl,HU-Tököl
HU,Tokod,HU-Tokod
HU,Tóalmás,HU-Tóalmás
HU,Tihany,HU-Tihany
HU,Tét,HU-Tét
HU,Tengelic,HU-Tengelic
HU,Telki,HU-Telki
HU,Tázlár,HU-Tázlár
HU,Tatabánya,HU-Tatabánya
HU,Tata,HU-Tata
HU,Tát,HU-Tát
HU,Taszár,HU-Taszár
HU,Tass,HU-Tass
HU,Tárnok,HU-Tárnok
HU,Tarján,HU-Tarján
HU,Tardos,HU-Tardos
HU,Tar,HU-Tar
HU,Tapolca,HU-Tapolca
HU,Táplánszentkereszt,HU-Táplánszentkereszt
HU,Tápiószolos,HU-Tápiószolos
HU,Tápiószentmárton,HU-Tápiószentmárton
HU,Tápiószele,HU-Tápiószele
HU,Tápiószecso,HU-Tápiószecso
HU,Sülysáp,HU-Sülysáp
HU,Tápióság,HU-Tápióság
HU,Tápiógyörgye,HU-Tápiógyörgye
HU,Tápióbicske,HU-Tápióbicske
HU,Tamási,HU-Tamási
HU,Taksony,HU-Taksony
HU,Tahitótfalu,HU-Tahitótfalu
HU,Táborfalva,HU-Táborfalva
HU,Tab,HU-Tab
HU,Szurdokpüspöki,HU-Szurdokpüspöki
HU,Szomód,HU-Szomód
HU,Szombathely,HU-Szombathely
HU,Szodliget,HU-Szodliget
HU,Szod,HU-Szod
HU,Szob,HU-Szob
HU,Szigetvár,HU-Szigetvár
HU,Szigetújfalu,HU-Szigetújfalu
HU,Szigetszentmiklós,HU-Szigetszentmiklós
HU,Szigethalom,HU-Szigethalom
HU,Szigetcsép,HU-Szigetcsép
HU,Szentmártonkáta,HU-Szentmártonkáta
HU,Szentlorinckáta,HU-Szentlorinckáta
HU,Szentlorinc,HU-Szentlorinc
HU,Szentkirályszabadja,HU-Szentkirályszabadja
HU,Szentkirály,HU-Szentkirály
HU,Szentgotthárd,HU-Szentgotthárd
HU,Szentgálpuszta,HU-Szentgálpuszta
HU,Szentendre,HU-Szentendre
HU,Szekszárd,HU-Szekszárd
HU,Székesfehérvár,HU-Székesfehérvár
HU,Szedres,HU-Szedres
HU,Szécsény,HU-Szécsény
HU,Százhalombatta,HU-Százhalombatta
HU,Szászvár,HU-Szászvár
HU,Szárliget,HU-Szárliget
HU,Szany,HU-Szany
HU,Szank,HU-Szank
HU,Szalkszentmárton,HU-Szalkszentmárton
HU,Szada,HU-Szada
HU,Szabadszállás,HU-Szabadszállás
HU,Szabadbattyán,HU-Szabadbattyán
HU,Sütto,HU-Sütto
HU,Sümeg,HU-Sümeg
HU,Sükösd,HU-Sükösd
HU,Sóskút,HU-Sóskút
HU,Sopron,HU-Sopron
HU,Soponya,HU-Soponya
HU,Somoskoújfalu,HU-Somoskoújfalu
HU,Somogyvár,HU-Somogyvár
HU,Solymár,HU-Solymár
HU,Soltvadkert,HU-Soltvadkert
HU,Solt,HU-Solt
HU,Siófok,HU-Siófok
HU,Simontornya,HU-Simontornya
HU,Siklós,HU-Siklós
HU,Seregélyes,HU-Seregélyes
HU,Sellye,HU-Sellye
HU,Segesd,HU-Segesd
HU,Sásd,HU-Sásd
HU,Sárvár,HU-Sárvár
HU,Sárszentmihály,HU-Sárszentmihály
HU,Sárosd,HU-Sárosd
HU,Sármellék,HU-Sármellék
HU,Sárkeresztúr,HU-Sárkeresztúr
HU,Sárisáp,HU-Sárisáp
HU,Sárbogárd,HU-Sárbogárd
HU,Salgótarján,HU-Salgótarján
HU,Ruzsa,HU-Ruzsa
HU,Rózsaszentmárton,HU-Rózsaszentmárton
HU,Romhány,HU-Romhány
HU,Rimóc,HU-Rimóc
HU,Révfülöp,HU-Révfülöp
HU,Rétság,HU-Rétság
HU,Répcelak,HU-Répcelak
HU,Rajka,HU-Rajka
HU,Ráckeve,HU-Ráckeve
HU,Ráckeresztúr,HU-Ráckeresztúr
HU,Rácalmás,HU-Rácalmás
HU,Rábapatona,HU-Rábapatona
HU,Pusztavám,HU-Pusztavám
HU,Pusztaszer,HU-Pusztaszer
HU,Pusztaszabolcs,HU-Pusztaszabolcs
HU,Pomáz,HU-Pomáz
HU,Polgárdi,HU-Polgárdi
HU,Pincehely,HU-Pincehely
HU,Pilisvörösvár,HU-Pilisvörösvár
HU,Pilisszentkereszt,HU-Pilisszentkereszt
HU,Pilisszentiván,HU-Pilisszentiván
HU,Pilisszántó,HU-Pilisszántó
HU,Pilismarót,HU-Pilismarót
HU,Piliscsév,HU-Piliscsév
HU,Piliscsaba,HU-Piliscsaba
HU,Pilisborosjeno,HU-Pilisborosjeno
HU,Pilis,HU-Pilis
HU,Petofibánya,HU-Petofibánya
HU,Pétfürdo,HU-Pétfürdo
HU,Péteri,HU-Péteri
HU,Perkáta,HU-Perkáta
HU,Perbál,HU-Perbál
HU,Pér,HU-Pér
HU,Pellérd,HU-Pellérd
HU,Pécsvárad,HU-Pécsvárad
HU,Pécs,HU-Pécs
HU,Pécel,HU-Pécel
HU,Pázmánd,HU-Pázmánd
HU,Páty,HU-Páty
HU,Pásztó,HU-Pásztó
HU,Parádsasvár,HU-Parádsasvár
HU,Pápa,HU-Pápa
HU,Pannonhalma,HU-Pannonhalma
HU,Pánd,HU-Pánd
HU,Palotás,HU-Palotás
HU,Pálmonostora,HU-Pálmonostora
HU,Paks,HU-Paks
HU,Pákozd,HU-Pákozd
HU,Pacsa,HU-Pacsa
HU,Ozora,HU-Ozora
HU,Öttevény,HU-Öttevény
HU,Osi,HU-Osi
HU,Oroszlány,HU-Oroszlány
HU,Örkény,HU-Örkény
HU,Orgovány,HU-Orgovány
HU,Orbottyán,HU-Orbottyán
HU,Ocsény,HU-Ocsény
HU,Ócsa,HU-Ócsa
HU,Nyúl,HU-Nyúl
HU,Nyergesújfalu,HU-Nyergesújfalu
HU,Nyárlorinc,HU-Nyárlorinc
HU,Nyáregyháza,HU-Nyáregyháza
HU,Neszmély,HU-Neszmély
HU,Németkér,HU-Németkér
HU,Nemesvámos,HU-Nemesvámos
HU,Nemesnádudvar,HU-Nemesnádudvar
HU,Naszály,HU-Naszály
HU,dunaújváros,HU-dunaújváros
HU,Nagytarcsa,HU-Nagytarcsa
HU,Nagyréde,HU-Nagyréde
HU,Nagyoroszi,HU-Nagyoroszi
HU,Nagymaros,HU-Nagymaros
HU,Nagymányok,HU-Nagymányok
HU,Nagykovácsi,HU-Nagykovácsi
HU,Nagykorös,HU-Nagykorös
HU,Nagykáta,HU-Nagykáta
HU,Nagykanizsa,HU-Nagykanizsa
HU,Nagyigmánd,HU-Nagyigmánd
HU,Nagydorog,HU-Nagydorog
HU,Nagycenk,HU-Nagycenk
HU,Nagybaracska,HU-Nagybaracska
HU,Nagybajom,HU-Nagybajom
HU,Nagyatád,HU-Nagyatád
HU,Murakeresztúr,HU-Murakeresztúr
HU,Mosonmagyaróvár,HU-Mosonmagyaróvár
HU,Mórahalom,HU-Mórahalom
HU,Mór,HU-Mór
HU,Monor,HU-Monor
HU,Mohács,HU-Mohács
HU,Mogyoród,HU-Mogyoród
HU,Mocsa,HU-Mocsa
HU,Mihályi,HU-Mihályi
HU,Mezoszilas,HU-Mezoszilas
HU,Mezofalva,HU-Mezofalva
HU,Mende,HU-Mende
HU,Mélykút,HU-Mélykút
HU,Mecseknádasd,HU-Mecseknádasd
HU,Mátraverebély,HU-Mátraverebély
HU,Mátraterenye,HU-Mátraterenye
HU,Mátranovák,HU-Mátranovák
HU,Martonvásár,HU-Martonvásár
HU,Marcali,HU-Marcali
HU,Mány,HU-Mány
HU,Mágocs,HU-Mágocs
HU,Maglód,HU-Maglód
HU,Madocsa,HU-Madocsa
HU,Madaras,HU-Madaras
HU,Lovasberény,HU-Lovasberény
HU,Lorinci,HU-Lorinci
HU,Litér,HU-Litér
HU,Letenye,HU-Letenye
HU,Lepsény,HU-Lepsény
HU,Lenti,HU-Lenti
HU,Lengyeltóti,HU-Lengyeltóti
HU,Lébény,HU-Lébény
HU,Leányfalu,HU-Leányfalu
HU,Lánycsók,HU-Lánycsók
HU,Lakitelek,HU-Lakitelek
HU,Lajosmizse,HU-Lajosmizse
HU,Lajoskomárom,HU-Lajoskomárom
HU,Lábod,HU-Lábod
HU,Lábatlan,HU-Lábatlan
HU,Kunszentmiklós,HU-Kunszentmiklós
HU,Kunfehértó,HU-Kunfehértó
HU,Kozármisleny,HU-Kozármisleny
HU,Koszeg,HU-Koszeg
HU,Kosd,HU-Kosd
HU,Környe,HU-Környe
HU,Körmend,HU-Körmend
HU,Kóny,HU-Kóny
HU,Komló,HU-Komló
HU,Komárom,HU-Komárom
HU,Kóka,HU-Kóka
HU,Kocsér,HU-Kocsér
HU,Kocs,HU-Kocs
HU,Kistelek,HU-Kistelek
HU,Kisszállás,HU-Kisszállás
HU,Kispest,HU-Kispest
HU,Kisláng,HU-Kisláng
HU,Kiskunmajsa,HU-Kiskunmajsa
HU,Kiskunlacháza,HU-Kiskunlacháza
HU,Kiskunhalas,HU-Kiskunhalas
HU,Kiskunfélegyháza,HU-Kiskunfélegyháza
HU,Kiskorös,HU-Kiskorös
HU,Kisbér,HU-Kisbér
HU,Kincsesbánya,HU-Kincsesbánya
HU,Kimle,HU-Kimle
HU,Kéthely,HU-Kéthely
HU,Kesztölc,HU-Kesztölc
HU,Keszthely,HU-Keszthely
HU,Kistarcsa,HU-Kistarcsa
HU,Kerekegyháza,HU-Kerekegyháza
HU,Kelebia,HU-Kelebia
HU,Kecskemét,HU-Kecskemét
HU,Kecskéd,HU-Kecskéd
HU,Kecel,HU-Kecel
HU,Kazár,HU-Kazár
HU,Katymár,HU-Katymár
HU,Kartal,HU-Kartal
HU,Karancslapujto,HU-Karancslapujto
HU,Karancskeszi,HU-Karancskeszi
HU,Karád,HU-Karád
HU,Kapuvár,HU-Kapuvár
HU,Kaposvár,HU-Kaposvár
HU,Kaposméro,HU-Kaposméro
HU,Kápolnásnyék,HU-Kápolnásnyék
HU,Káloz,HU-Káloz
HU,Kalocsa,HU-Kalocsa
HU,Kakucs,HU-Kakucs
HU,Kadarkút,HU-Kadarkút
HU,Jobbágyi,HU-Jobbágyi
HU,Jászszentlászló,HU-Jászszentlászló
HU,Jászberény,HU-Jászberény
HU,Jászárokszállás,HU-Jászárokszállás
HU,Jánossomorja,HU-Jánossomorja
HU,Jánosháza,HU-Jánosháza
HU,Jánoshalma,HU-Jánoshalma
HU,Fülöpjakab,HU-Fülöpjakab
HU,Ják,HU-Ják
HU,Izsák,HU-Izsák
HU,Iváncsa,HU-Iváncsa
HU,Isaszeg,HU-Isaszeg
HU,Iregszemcse,HU-Iregszemcse
HU,Inárcs,HU-Inárcs
HU,Iklad,HU-Iklad
HU,Hosszúhetény,HU-Hosszúhetény
HU,Hort,HU-Hort
HU,Hogyész,HU-Hogyész
HU,Hidas,HU-Hidas
HU,Hévízgyörk,HU-Hévízgyörk
HU,Hévíz,HU-Hévíz
HU,Hernád,HU-Hernád
HU,Herend,HU-Herend
HU,Heréd,HU-Heréd
HU,Hercegszántó,HU-Hercegszántó
HU,Helvécia,HU-Helvécia
HU,Hatvan,HU-Hatvan
HU,Harta,HU-Harta
HU,Harkány,HU-Harkány
HU,Halásztelek,HU-Halásztelek
HU,Halászi,HU-Halászi
HU,Hajós,HU-Hajós
HU,Hajmáskér,HU-Hajmáskér
HU,Gyorújbarát,HU-Gyorújbarát
HU,Gyorszemere,HU-Gyorszemere
HU,Gyor,HU-Gyor
HU,Gyönk,HU-Gyönk
HU,Gyöngyöstarján,HU-Gyöngyöstarján
HU,Gyöngyössolymos,HU-Gyöngyössolymos
HU,Gyöngyöspata,HU-Gyöngyöspata
HU,Gyöngyöshalász,HU-Gyöngyöshalász
HU,Gyöngyös,HU-Gyöngyös
HU,Gyömro,HU-Gyömro
HU,Gyenesdiás,HU-Gyenesdiás
HU,Gyál,HU-Gyál
HU,Gomba,HU-Gomba
HU,Gödöllo,HU-Gödöllo
HU,Göd,HU-Göd
HU,Gencsapáti,HU-Gencsapáti
HU,Gárdony,HU-Gárdony
HU,Gara,HU-Gara
HU,Galgamácsa,HU-Galgamácsa
HU,Galgahévíz,HU-Galgahévíz
HU,Fülöpszállás,HU-Fülöpszállás
HU,Fót,HU-Fót
HU,Forrópuszta,HU-Forrópuszta
HU,Forráskút,HU-Forráskút
HU,Fonyód,HU-Fonyód
HU,Fertoszentmiklós,HU-Fertoszentmiklós
HU,Fertorákos,HU-Fertorákos
HU,Fertod,HU-Fertod
HU,Felsoszentiván,HU-Felsoszentiván
HU,Felsopakony,HU-Felsopakony
HU,Fehérvárcsurgó,HU-Fehérvárcsurgó
HU,Farmos,HU-Farmos
HU,Farád,HU-Farád
HU,Fadd,HU-Fadd
HU,Etyek,HU-Etyek
HU,Esztergom,HU-Esztergom
HU,Erzsébetváros,HU-Erzsébetváros
HU,Érsekvadkert,HU-Érsekvadkert
HU,Érsekcsanád,HU-Érsekcsanád
HU,Erdokertes,HU-Erdokertes
HU,Érd,HU-Érd
HU,Ercsi,HU-Ercsi
HU,Enying,HU-Enying
HU,Eloszállás,HU-Eloszállás
HU,Ecser,HU-Ecser
HU,Ecséd,HU-Ecséd
HU,Dusnok,HU-Dusnok
HU,Dunavecse,HU-Dunavecse
HU,Dunavarsány,HU-Dunavarsány
HU,Dunaújváros,HU-Dunaújváros
HU,Dunaszentgyörgy,HU-Dunaszentgyörgy
HU,Dunaszekcso,HU-Dunaszekcso
HU,Dunapataj,HU-Dunapataj
HU,Dunakeszi,HU-Dunakeszi
HU,Dunaharaszti,HU-Dunaharaszti
HU,Dunaföldvár,HU-Dunaföldvár
HU,Dunabogdány,HU-Dunabogdány
HU,Dunaalmás,HU-Dunaalmás
HU,Dorog,HU-Dorog
HU,Dömsöd,HU-Dömsöd
HU,Domony,HU-Domony
HU,Dombóvár,HU-Dombóvár
HU,Döbrököz,HU-Döbrököz
HU,Diósjeno,HU-Diósjeno
HU,Diósd,HU-Diósd
HU,Devecser,HU-Devecser
HU,Délegyháza,HU-Délegyháza
HU,Dég,HU-Dég
HU,Decs,HU-Decs
HU,Dávod,HU-Dávod
HU,Dány,HU-Dány
HU,Dánszentmiklós,HU-Dánszentmiklós
HU,Dabas,HU-Dabas
HU,Csurgó,HU-Csurgó
HU,Csorna,HU-Csorna
HU,Csopak,HU-Csopak
HU,Csömör,HU-Csömör
HU,Csolnok,HU-Csolnok
HU,Csobánka,HU-Csobánka
HU,Csetény,HU-Csetény
HU,Cserszegtomaj,HU-Cserszegtomaj
HU,Csepreg,HU-Csepreg
HU,Csengod,HU-Csengod
HU,Csengele,HU-Csengele
HU,Csemo,HU-Csemo
HU,Csávoly,HU-Csávoly
HU,Császártöltés,HU-Császártöltés
HU,Császár,HU-Császár
HU,Csány,HU-Csány
HU,Csákvár,HU-Csákvár
HU,Csabrendek,HU-Csabrendek
HU,Celldömölk,HU-Celldömölk
HU,Ceglédbercel,HU-Ceglédbercel
HU,Cegléd,HU-Cegléd
HU,Cece,HU-Cece
HU,Bükkösd,HU-Bükkösd
HU,Bük,HU-Bük
HU,Buják,HU-Buják
HU,Bugyi,HU-Bugyi
HU,Bugac,HU-Bugac
HU,Budapest,HU-Budapest
HU,Budaörs,HU-Budaörs
HU,Budakeszi,HU-Budakeszi
HU,Budakalász,HU-Budakalász
HU,Aszód,HU-Aszód
HU,Bosárkány,HU-Bosárkány
HU,Bordány,HU-Bordány
HU,Bonyhád,HU-Bonyhád
HU,Bony,HU-Bony
HU,Bóly,HU-Bóly
HU,Boldog,HU-Boldog
HU,Bölcske,HU-Bölcske
HU,Bokod,HU-Bokod
HU,Böhönye,HU-Böhönye
HU,Bogyiszló,HU-Bogyiszló
HU,Bodajk,HU-Bodajk
HU,Bicske,HU-Bicske
HU,Biatorbágy,HU-Biatorbágy
HU,Berzence,HU-Berzence
HU,Berhida,HU-Berhida
HU,Beremend,HU-Beremend
HU,Bercel,HU-Bercel
HU,Beled,HU-Beled
HU,Becsehely,HU-Becsehely
HU,Bátya,HU-Bátya
HU,Bátonyterenye,HU-Bátonyterenye
HU,Bátaszék,HU-Bátaszék
HU,Báta,HU-Báta
HU,Barcs,HU-Barcs
HU,Baracska,HU-Baracska
HU,Baracs,HU-Baracs
HU,Ballószög,HU-Ballószög
HU,Balatonszárszó,HU-Balatonszárszó
HU,Balatonszabadi,HU-Balatonszabadi
HU,Balatonlelle,HU-Balatonlelle
HU,Balatonkenese,HU-Balatonkenese
HU,Balatonfüred,HU-Balatonfüred
HU,Balatonföldvár,HU-Balatonföldvár
HU,Balatonfenyves,HU-Balatonfenyves
HU,Balatonboglár,HU-Balatonboglár
HU,Balatonberény,HU-Balatonberény
HU,Balatonalmádi,HU-Balatonalmádi
HU,Balassagyarmat,HU-Balassagyarmat
HU,Bakonyszentlászló,HU-Bakonyszentlászló
HU,Bakonycsernye,HU-Bakonycsernye
HU,Bajna,HU-Bajna
HU,Baja,HU-Baja
HU,Baj,HU-Baj
HU,Bag,HU-Bag
HU,Badacsonytomaj,HU-Badacsonytomaj
HU,Bácsbokod,HU-Bácsbokod
HU,Bácsalmás,HU-Bácsalmás
